transaction_id,company_id,trade_date,transaction_type,quantity,price,asset_class
1456,6,2024-03-06,BUY,994,257.47,Equity
1457,13,2024-03-06,BUY,66,53.33,Commodity
1458,1,2024-03-06,BUY,2731,339.95,Equity
1459,8,2024-03-06,BUY,4484,59.68,Equity
1460,14,2024-03-06,SELL,1322,95.82,Commodity
1461,11,2024-03-06,BUY,428,135.76,ETF
1462,4,2024-03-06,BUY,3731,104.28,Equity
1463,14,2024-03-06,BUY,3484,95.7,Commodity
1464,3,2024-03-06,BUY,1689,108.08,Equity
1465,10,2024-03-06,SELL,3110,48.95,Equity
1466,7,2024-03-06,BUY,934,405.95,Equity
1467,2,2024-03-06,SELL,565,60.87,Equity
1468,9,2024-03-06,BUY,3658,232.39,Equity
1469,13,2024-03-06,BUY,3731,53.34,Commodity
1470,10,2024-03-06,BUY,4878,48.76,Equity
1471,14,2024-03-06,BUY,4586,95.61,Commodity
1472,6,2024-03-06,BUY,2519,257.04,Equity
1473,4,2024-03-07,SELL,2216,104.7,Equity
1474,6,2024-03-07,BUY,444,247.12,Equity
1475,13,2024-03-07,BUY,1974,53.06,Commodity
1476,14,2024-03-07,SELL,3741,93.54,Commodity
1477,3,2024-03-07,BUY,2160,108.94,Equity
1478,4,2024-03-07,BUY,3570,104.37,Equity
1479,10,2024-03-07,BUY,2878,49.59,Equity
1480,15,2024-03-07,SELL,3005,275.47,Currency
1481,12,2024-03-07,BUY,4818,223.59,Bond
1482,5,2024-03-07,BUY,2448,344.49,Equity
1483,8,2024-03-07,SELL,1294,59.22,Equity
1484,3,2024-03-07,SELL,4890,109.19,Equity
1485,9,2024-03-07,BUY,2261,235.02,Equity
1486,5,2024-03-07,BUY,591,345.52,Equity
1487,10,2024-03-07,BUY,3886,49.68,Equity
1488,9,2024-03-07,SELL,2772,235.66,Equity
1489,5,2024-03-07,SELL,2225,345.57,Equity
1490,1,2024-03-07,BUY,4731,346.03,Equity
1491,7,2024-03-07,BUY,4537,412.08,Equity
1492,9,2024-03-07,SELL,2849,235.59,Equity
1493,14,2024-03-07,BUY,4050,93.44,Commodity
1494,1,2024-03-07,BUY,4576,345.56,Equity
1495,1,2024-03-07,SELL,3752,345.9,Equity
1496,2,2024-03-07,SELL,2346,60.94,Equity
1497,13,2024-03-07,SELL,3666,53.04,Commodity
1498,3,2024-03-07,BUY,2714,108.91,Equity
1499,14,2024-03-07,SELL,3464,93.35,Commodity
1500,12,2024-03-07,SELL,3486,224.14,Bond
1501,12,2024-03-07,BUY,21,223.18,Bond
1502,12,2024-03-07,BUY,1056,224.09,Bond
1503,7,2024-03-07,BUY,2248,411.57,Equity
1504,5,2024-03-07,SELL,3970,345.76,Equity
1505,3,2024-03-08,SELL,961,109.35,Equity
1506,1,2024-03-08,SELL,3683,350.06,Equity
1507,5,2024-03-08,SELL,3491,343.21,Equity
1508,6,2024-03-08,SELL,3979,254.27,Equity
1509,14,2024-03-08,SELL,4373,92.58,Commodity
1510,5,2024-03-08,SELL,3174,343.61,Equity
1511,15,2024-03-08,BUY,4363,274.23,Currency
1512,8,2024-03-08,BUY,4405,58.81,Equity
1513,10,2024-03-08,BUY,475,49.56,Equity
1514,12,2024-03-08,SELL,2056,224.68,Bond
1515,8,2024-03-08,SELL,669,58.77,Equity
1516,14,2024-03-08,SELL,1112,92.34,Commodity
1517,3,2024-03-08,BUY,1605,108.98,Equity
1518,13,2024-03-08,SELL,2830,52.28,Commodity
1519,4,2024-03-08,SELL,4558,105.79,Equity
1520,13,2024-03-08,BUY,4116,52.4,Commodity
1521,7,2024-03-08,SELL,3690,400.11,Equity
1522,6,2024-03-08,SELL,1146,253.4,Equity
1523,7,2024-03-08,SELL,3157,401.36,Equity
1524,6,2024-03-08,BUY,3501,254.06,Equity
1525,9,2024-03-11,SELL,4311,237.39,Equity
1526,7,2024-03-11,SELL,4189,393.8,Equity
1527,4,2024-03-11,BUY,430,107.96,Equity
1528,6,2024-03-11,SELL,2149,257.34,Equity
1529,5,2024-03-11,SELL,2052,355.44,Equity
1530,8,2024-03-11,SELL,1126,58.87,Equity
1531,11,2024-03-11,SELL,2367,131.54,ETF
1532,5,2024-03-11,BUY,2560,355.73,Equity
1533,6,2024-03-11,SELL,1746,257.9,Equity
1534,8,2024-03-11,BUY,3511,58.88,Equity
1535,6,2024-03-11,BUY,547,257.52,Equity
1536,10,2024-03-11,SELL,998,48.77,Equity
1537,11,2024-03-11,SELL,2991,131.7,ETF
1538,6,2024-03-11,SELL,4629,257.15,Equity
1539,3,2024-03-11,BUY,1574,112.19,Equity
1540,15,2024-03-11,BUY,2375,274.05,Currency
1541,11,2024-03-11,SELL,3794,131.75,ETF
1542,2,2024-03-11,BUY,894,60.43,Equity
1543,7,2024-03-11,SELL,3784,393.37,Equity
1544,14,2024-03-11,BUY,3114,90.21,Commodity
1545,5,2024-03-11,BUY,4868,356.04,Equity
1546,10,2024-03-11,BUY,3602,48.74,Equity
1547,5,2024-03-11,BUY,3414,356.16,Equity
1548,5,2024-03-11,SELL,2081,357.07,Equity
1549,4,2024-03-11,SELL,3941,108.18,Equity
1550,9,2024-03-11,BUY,4152,237.74,Equity
1551,7,2024-03-11,BUY,4322,394.25,Equity
1552,13,2024-03-11,SELL,3148,52.55,Commodity
1553,9,2024-03-12,BUY,4430,241.28,Equity
1554,2,2024-03-12,SELL,2615,62.25,Equity
1555,2,2024-03-12,SELL,4633,62.47,Equity
1556,11,2024-03-12,BUY,2641,132.93,ETF
1557,2,2024-03-12,BUY,3449,62.2,Equity
1558,6,2024-03-12,SELL,2460,256.15,Equity
1559,15,2024-03-12,SELL,2762,275.01,Currency
1560,9,2024-03-12,SELL,3478,241.69,Equity
1561,6,2024-03-12,BUY,1407,256.69,Equity
1562,2,2024-03-12,BUY,294,62.38,Equity
1563,4,2024-03-12,SELL,1727,106.83,Equity
1564,9,2024-03-12,BUY,2865,241.7,Equity
1565,5,2024-03-12,BUY,1411,357.26,Equity
1566,13,2024-03-12,SELL,2695,51.49,Commodity
1567,3,2024-03-12,BUY,1455,109.13,Equity
1568,12,2024-03-12,BUY,1493,223.84,Bond
1569,6,2024-03-12,SELL,645,257.46,Equity
1570,13,2024-03-12,SELL,1477,51.56,Commodity
1571,8,2024-03-12,SELL,1711,60.08,Equity
1572,15,2024-03-12,SELL,4900,274.19,Currency
1573,14,2024-03-12,SELL,1657,93.23,Commodity
1574,12,2024-03-12,BUY,1270,223.72,Bond
1575,8,2024-03-12,SELL,282,60.01,Equity
1576,12,2024-03-12,BUY,374,224.74,Bond
1577,1,2024-03-12,SELL,3187,336.51,Equity
1578,5,2024-03-12,SELL,1712,356.12,Equity
1579,11,2024-03-12,SELL,26,132.92,ETF
1580,15,2024-03-12,SELL,1714,274.39,Currency
1581,6,2024-03-12,SELL,2285,256.16,Equity
1582,7,2024-03-12,BUY,4863,400.87,Equity
1583,1,2024-03-13,BUY,2719,324.88,Equity
1584,6,2024-03-13,BUY,2213,255.64,Equity
1585,12,2024-03-13,BUY,2885,225.9,Bond
1586,2,2024-03-13,SELL,1080,61.28,Equity
1587,11,2024-03-13,SELL,4166,129.79,ETF
1588,5,2024-03-13,SELL,4400,367.04,Equity
1589,7,2024-03-13,BUY,1170,402.54,Equity
1590,4,2024-03-13,SELL,2363,109.36,Equity
1591,3,2024-03-13,BUY,2111,111.58,Equity
1592,6,2024-03-13,SELL,1952,254.67,Equity
1593,7,2024-03-13,BUY,959,402.95,Equity
1594,10,2024-03-13,BUY,44,50.2,Equity
1595,11,2024-03-13,BUY,3887,129.78,ETF
1596,11,2024-03-13,BUY,1618,129.71,ETF
1597,9,2024-03-13,SELL,302,246.48,Equity
1598,7,2024-03-13,BUY,1803,401.36,Equity
1599,6,2024-03-13,SELL,1974,255.38,Equity
1600,10,2024-03-13,BUY,4317,50.35,Equity
1601,9,2024-03-13,SELL,1729,246.28,Equity
1602,13,2024-03-13,SELL,2443,51.73,Commodity
1603,7,2024-03-13,BUY,368,402.66,Equity
1604,12,2024-03-13,SELL,4010,225.71,Bond
1605,4,2024-03-13,BUY,4307,108.93,Equity
1606,10,2024-03-13,BUY,3336,50.31,Equity
1607,1,2024-03-13,SELL,92,325.18,Equity
1608,8,2024-03-13,SELL,224,59.73,Equity
1609,13,2024-03-13,SELL,137,51.67,Commodity
1610,11,2024-03-13,SELL,2852,130.11,ETF
1611,9,2024-03-13,BUY,3268,245.85,Equity
1612,15,2024-03-13,SELL,4849,275.02,Currency
1613,13,2024-03-13,BUY,1351,51.63,Commodity
1614,5,2024-03-13,BUY,355,366.79,Equity
1615,1,2024-03-13,BUY,3281,325.05,Equity
1616,2,2024-03-13,BUY,314,61.35,Equity
1617,14,2024-03-13,SELL,835,90.33,Commodity
1618,7,2024-03-14,BUY,2794,396.08,Equity
1619,13,2024-03-14,BUY,2477,51.79,Commodity
1620,3,2024-03-14,BUY,1271,109.78,Equity
1621,2,2024-03-14,BUY,1193,62.38,Equity
1622,9,2024-03-14,SELL,998,234.22,Equity
1623,12,2024-03-14,BUY,2365,226.68,Bond
1624,5,2024-03-14,BUY,1203,359.51,Equity
1625,10,2024-03-14,BUY,1409,48.67,Equity
1626,1,2024-03-14,BUY,1905,331.84,Equity
1627,13,2024-03-14,BUY,133,51.49,Commodity
1628,4,2024-03-14,BUY,3676,107.87,Equity
1629,10,2024-03-14,BUY,4471,48.78,Equity
1630,3,2024-03-14,SELL,1941,109.64,Equity
1631,11,2024-03-14,SELL,4656,128.17,ETF
1632,15,2024-03-14,BUY,2759,273.01,Currency
1633,3,2024-03-14,SELL,3128,109.5,Equity
1634,8,2024-03-14,SELL,1515,59.63,Equity
1635,15,2024-03-14,SELL,3351,273.84,Currency
1636,13,2024-03-14,SELL,2351,51.5,Commodity
1637,13,2024-03-14,SELL,3764,51.66,Commodity
1638,6,2024-03-14,BUY,3089,257.77,Equity
1639,5,2024-03-14,BUY,4530,359.36,Equity
1640,11,2024-03-14,SELL,335,128.56,ETF
1641,7,2024-03-14,BUY,1955,395.57,Equity
1642,3,2024-03-14,SELL,1547,110.02,Equity
1643,12,2024-03-14,SELL,3475,226.06,Bond
1644,12,2024-03-14,BUY,3462,225.52,Bond
1645,7,2024-03-15,BUY,4824,394.85,Equity
1646,6,2024-03-15,SELL,3700,259.08,Equity
1647,4,2024-03-15,BUY,2473,108.61,Equity
1648,9,2024-03-15,BUY,534,236.75,Equity
1649,3,2024-03-15,BUY,1367,109.72,Equity
1650,3,2024-03-15,BUY,1622,109.94,Equity
1651,13,2024-03-15,BUY,1622,51.69,Commodity
1652,15,2024-03-15,SELL,1456,270.99,Currency
1653,4,2024-03-15,SELL,4936,109.13,Equity
1654,7,2024-03-15,BUY,3985,396.12,Equity
1655,13,2024-03-15,SELL,357,51.81,Commodity
1656,11,2024-03-15,BUY,2286,127.68,ETF
1657,3,2024-03-15,SELL,2782,110.21,Equity
1658,3,2024-03-15,BUY,2071,110.14,Equity
1659,7,2024-03-15,SELL,225,395.74,Equity
1660,14,2024-03-15,BUY,4722,90.12,Commodity
1661,15,2024-03-15,SELL,293,270.27,Currency
1662,15,2024-03-15,BUY,1559,270.14,Currency
1663,8,2024-03-15,SELL,935,58.7,Equity
1664,4,2024-03-15,SELL,4538,109.02,Equity
1665,12,2024-03-15,BUY,1707,225.54,Bond
1666,8,2024-03-15,SELL,662,58.83,Equity
1667,13,2024-03-15,BUY,2798,51.61,Commodity
1668,1,2024-03-15,SELL,2797,336.38,Equity
1669,6,2024-03-15,SELL,494,258.52,Equity
1670,3,2024-03-15,SELL,3917,109.69,Equity
1671,12,2024-03-18,BUY,124,224.11,Bond
1672,1,2024-03-18,SELL,583,337.97,Equity
1673,10,2024-03-18,SELL,4130,49.52,Equity
1674,7,2024-03-18,SELL,2345,387.16,Equity
1675,11,2024-03-18,SELL,1387,127.23,ETF
1676,2,2024-03-18,SELL,4496,62.66,Equity
1677,6,2024-03-18,SELL,2984,248.21,Equity
1678,11,2024-03-18,SELL,4690,126.76,ETF
1679,14,2024-03-18,BUY,3762,91.47,Commodity
1680,14,2024-03-18,BUY,1424,91.19,Commodity
1681,3,2024-03-18,SELL,2174,111.21,Equity
1682,2,2024-03-18,BUY,518,62.9,Equity
1683,14,2024-03-18,SELL,2918,91.41,Commodity
1684,3,2024-03-18,SELL,597,110.71,Equity
1685,11,2024-03-18,SELL,3661,126.98,ETF
1686,11,2024-03-18,BUY,4676,127.29,ETF
1687,1,2024-03-18,SELL,4666,337.65,Equity
1688,8,2024-03-18,BUY,2044,58.24,Equity
1689,14,2024-03-18,SELL,1406,91.47,Commodity
1690,14,2024-03-18,SELL,1636,91.54,Commodity
1691,3,2024-03-18,BUY,3533,110.83,Equity
1692,14,2024-03-18,BUY,1158,91.54,Commodity
1693,11,2024-03-18,BUY,2426,127.41,ETF
1694,5,2024-03-18,BUY,1711,363.12,Equity
1695,6,2024-03-18,BUY,2193,248.43,Equity
1696,1,2024-03-19,BUY,2755,336.07,Equity
1697,15,2024-03-19,SELL,4380,267.74,Currency
1698,15,2024-03-19,BUY,3001,267.73,Currency
1699,2,2024-03-19,BUY,1349,63.75,Equity
1700,3,2024-03-19,SELL,2268,113.17,Equity
1701,5,2024-03-19,SELL,4507,368.79,Equity
1702,7,2024-03-19,SELL,3133,389.46,Equity
1703,3,2024-03-19,SELL,1916,112.8,Equity
1704,11,2024-03-19,BUY,3779,126.69,ETF
1705,12,2024-03-19,BUY,576,223.21,Bond
1706,2,2024-03-19,BUY,2421,63.75,Equity
1707,5,2024-03-19,BUY,3056,368.63,Equity
1708,11,2024-03-19,SELL,1065,126.37,ETF
1709,12,2024-03-19,SELL,2528,223.19,Bond
1710,11,2024-03-19,BUY,219,126.5,ETF
1711,10,2024-03-19,BUY,457,49.09,Equity
1712,13,2024-03-19,BUY,3608,50.48,Commodity
1713,4,2024-03-19,BUY,2413,110.72,Equity
1714,3,2024-03-19,BUY,2330,113.16,Equity
1715,4,2024-03-19,BUY,3403,110.3,Equity
1716,15,2024-03-19,SELL,711,267.55,Currency
1717,1,2024-03-19,SELL,338,336.06,Equity
1718,5,2024-03-19,BUY,624,367.83,Equity
1719,6,2024-03-20,BUY,1787,247.54,Equity
1720,12,2024-03-20,SELL,4512,222.22,Bond
1721,7,2024-03-20,SELL,136,384.98,Equity
1722,8,2024-03-20,SELL,958,59.15,Equity
1723,5,2024-03-20,BUY,2840,373.38,Equity
1724,6,2024-03-20,SELL,182,248.25,Equity
1725,2,2024-03-20,SELL,1087,60.82,Equity
1726,8,2024-03-20,BUY,1288,59.08,Equity
1727,13,2024-03-20,BUY,4432,50.97,Commodity
1728,2,2024-03-20,SELL,1010,60.52,Equity
1729,15,2024-03-20,SELL,1436,269.97,Currency
1730,8,2024-03-20,BUY,2107,59.13,Equity
1731,6,2024-03-20,BUY,2166,247.57,Equity
1732,7,2024-03-20,BUY,3465,385.43,Equity
1733,1,2024-03-20,SELL,4097,334.42,Equity
1734,6,2024-03-20,SELL,1774,247.59,Equity
1735,12,2024-03-20,BUY,4079,222.06,Bond
1736,15,2024-03-20,BUY,1541,268.81,Currency
1737,8,2024-03-20,BUY,2647,59.31,Equity
1738,9,2024-03-20,SELL,2638,229.88,Equity
1739,12,2024-03-20,BUY,2472,223.03,Bond
1740,9,2024-03-20,SELL,292,229.78,Equity
1741,7,2024-03-20,BUY,2611,384.97,Equity
1742,4,2024-03-20,BUY,3348,113.17,Equity
1743,11,2024-03-20,BUY,4780,126.56,ETF
1744,10,2024-03-20,BUY,619,49.48,Equity
1745,10,2024-03-20,BUY,2212,49.46,Equity
1746,1,2024-03-20,BUY,1359,335.72,Equity
1747,14,2024-03-20,SELL,916,95.21,Commodity
1748,10,2024-03-20,BUY,1523,49.38,Equity
1749,8,2024-03-20,SELL,639,59.17,Equity
1750,14,2024-03-21,SELL,1238,95.15,Commodity
1751,5,2024-03-21,BUY,2450,373.37,Equity
1752,14,2024-03-21,BUY,1227,94.93,Commodity
1753,5,2024-03-21,BUY,3935,372.33,Equity
1754,15,2024-03-21,SELL,4886,269.25,Currency
1755,14,2024-03-21,SELL,2291,95.01,Commodity
1756,15,2024-03-21,BUY,317,268.41,Currency
1757,13,2024-03-21,BUY,4642,49.36,Commodity
1758,3,2024-03-21,SELL,1225,111.22,Equity
1759,4,2024-03-21,BUY,3500,113.1,Equity
1760,8,2024-03-21,BUY,3167,59.18,Equity
1761,9,2024-03-21,BUY,104,232.0,Equity
1762,9,2024-03-21,BUY,2069,232.65,Equity
1763,9,2024-03-21,BUY,2946,231.43,Equity
1764,12,2024-03-21,BUY,1574,222.16,Bond
1765,2,2024-03-21,SELL,3732,60.05,Equity
1766,1,2024-03-21,BUY,2049,336.08,Equity
1767,7,2024-03-21,BUY,3183,388.77,Equity
1768,1,2024-03-21,BUY,3665,336.15,Equity
1769,15,2024-03-21,BUY,4840,269.18,Currency
1770,6,2024-03-21,BUY,1160,244.73,Equity
1771,14,2024-03-21,SELL,484,95.2,Commodity
1772,9,2024-03-21,SELL,4814,231.9,Equity
1773,2,2024-03-21,BUY,173,60.04,Equity
1774,1,2024-03-21,BUY,230,335.98,Equity
1775,3,2024-03-21,SELL,3213,111.28,Equity
1776,4,2024-03-21,SELL,179,113.29,Equity
1777,7,2024-03-21,BUY,1703,387.78,Equity
1778,10,2024-03-21,SELL,370,49.91,Equity
1779,12,2024-03-21,SELL,4050,221.74,Bond
1780,13,2024-03-21,SELL,2911,49.18,Commodity
1781,11,2024-03-21,BUY,312,125.39,ETF
1782,15,2024-03-21,BUY,4994,267.96,Currency
1783,4,2024-03-21,BUY,3418,113.19,Equity
1784,3,2024-03-21,SELL,402,111.14,Equity
1785,10,2024-03-21,BUY,2889,50.08,Equity
1786,6,2024-03-21,SELL,2426,244.62,Equity
1787,2,2024-03-21,SELL,563,60.14,Equity
1788,4,2024-03-22,SELL,549,111.19,Equity
1789,6,2024-03-22,BUY,1485,247.47,Equity
1790,13,2024-03-22,BUY,3616,47.11,Commodity
1791,10,2024-03-22,BUY,4144,49.05,Equity
1792,15,2024-03-22,SELL,4405,268.79,Currency
1793,8,2024-03-22,SELL,127,58.56,Equity
1794,14,2024-03-22,BUY,3695,92.44,Commodity
1795,10,2024-03-22,BUY,984,49.25,Equity
1796,7,2024-03-22,SELL,2736,397.29,Equity
1797,12,2024-03-22,BUY,2296,220.29,Bond
1798,8,2024-03-22,SELL,1640,58.73,Equity
1799,2,2024-03-22,SELL,3661,61.95,Equity
1800,11,2024-03-22,BUY,1462,126.23,ETF
1801,1,2024-03-22,BUY,4588,330.73,Equity
1802,15,2024-03-22,BUY,4787,268.55,Currency
1803,7,2024-03-22,SELL,2394,397.73,Equity
1804,8,2024-03-22,SELL,3251,58.64,Equity
1805,6,2024-03-22,BUY,2672,247.99,Equity
1806,15,2024-03-22,SELL,2044,268.87,Currency
1807,12,2024-03-22,SELL,2340,220.31,Bond
1808,15,2024-03-22,BUY,4077,268.45,Currency
1809,2,2024-03-22,BUY,474,61.98,Equity
1810,1,2024-03-22,BUY,1709,330.93,Equity
1811,2,2024-03-22,BUY,957,61.82,Equity
1812,11,2024-03-22,BUY,55,126.14,ETF
1813,14,2024-03-22,BUY,2116,92.7,Commodity
1814,14,2024-03-22,SELL,88,92.52,Commodity
1815,10,2024-03-22,BUY,4735,49.16,Equity
1816,12,2024-03-25,SELL,942,221.55,Bond
1817,7,2024-03-25,BUY,4618,400.45,Equity
1818,15,2024-03-25,SELL,2145,271.08,Currency
1819,15,2024-03-25,BUY,2309,270.94,Currency
1820,10,2024-03-25,SELL,3275,50.19,Equity
1821,7,2024-03-25,BUY,1035,402.07,Equity
1822,8,2024-03-25,SELL,1093,60.12,Equity
1823,1,2024-03-25,SELL,2210,343.51,Equity
1824,13,2024-03-25,BUY,1397,44.55,Commodity
1825,1,2024-03-25,BUY,4296,343.24,Equity
1826,14,2024-03-25,SELL,2923,93.49,Commodity
1827,10,2024-03-25,BUY,755,50.18,Equity
1828,10,2024-03-25,SELL,3148,50.13,Equity
1829,13,2024-03-25,SELL,2059,44.59,Commodity
1830,10,2024-03-25,BUY,1582,50.17,Equity
1831,8,2024-03-25,SELL,2895,60.03,Equity
1832,10,2024-03-25,BUY,4370,49.98,Equity
1833,4,2024-03-25,SELL,4568,111.41,Equity
1834,2,2024-03-25,SELL,2497,62.43,Equity
1835,12,2024-03-25,BUY,3624,221.58,Bond
1836,7,2024-03-25,BUY,517,401.64,Equity
1837,8,2024-03-25,SELL,1834,60.24,Equity
1838,8,2024-03-25,SELL,3637,60.1,Equity
1839,4,2024-03-25,BUY,4340,111.59,Equity
1840,11,2024-03-25,SELL,1482,124.46,ETF
1841,1,2024-03-25,BUY,1308,342.49,Equity
1842,10,2024-03-25,BUY,4001,50.13,Equity
1843,13,2024-03-25,SELL,1296,44.58,Commodity
1844,5,2024-03-25,SELL,652,376.2,Equity
1845,13,2024-03-25,BUY,922,44.56,Commodity
1846,7,2024-03-25,SELL,3313,402.18,Equity
1847,14,2024-03-25,SELL,372,93.14,Commodity
1848,7,2024-03-25,SELL,2609,401.62,Equity
1849,10,2024-03-25,SELL,4122,50.17,Equity
1850,12,2024-03-25,SELL,1070,221.35,Bond
1851,6,2024-03-26,BUY,4733,240.36,Equity
1852,14,2024-03-26,SELL,2062,91.39,Commodity
1853,15,2024-03-26,BUY,2472,272.08,Currency
1854,11,2024-03-26,SELL,155,121.02,ETF
1855,15,2024-03-26,SELL,1596,271.76,Currency
1856,15,2024-03-26,BUY,2088,271.52,Currency
1857,7,2024-03-26,BUY,4295,399.98,Equity
1858,5,2024-03-26,SELL,4983,388.45,Equity
1859,1,2024-03-26,BUY,4966,336.29,Equity
1860,13,2024-03-26,SELL,1854,44.02,Commodity
1861,9,2024-03-26,BUY,638,225.58,Equity
1862,15,2024-03-26,BUY,191,271.69,Currency
1863,8,2024-03-26,BUY,357,59.52,Equity
1864,12,2024-03-26,SELL,4240,222.28,Bond
1865,1,2024-03-26,BUY,2950,334.98,Equity
1866,12,2024-03-26,BUY,1965,222.95,Bond
1867,5,2024-03-26,SELL,587,387.63,Equity
1868,9,2024-03-26,BUY,4948,226.46,Equity
1869,12,2024-03-26,SELL,2853,222.08,Bond
1870,2,2024-03-26,BUY,1642,63.74,Equity
1871,9,2024-03-26,BUY,2502,225.99,Equity
1872,13,2024-03-26,SELL,1195,44.2,Commodity
1873,1,2024-03-26,SELL,2537,335.3,Equity
1874,14,2024-03-26,BUY,385,91.46,Commodity
1875,10,2024-03-26,SELL,497,49.07,Equity
1876,13,2024-03-26,BUY,3641,44.1,Commodity
1877,8,2024-03-26,SELL,2737,59.35,Equity
1878,1,2024-03-26,SELL,1567,336.81,Equity
1879,6,2024-03-26,SELL,3153,241.08,Equity
1880,11,2024-03-26,BUY,3225,121.14,ETF
1881,4,2024-03-26,BUY,3197,107.98,Equity
1882,3,2024-03-26,SELL,3874,115.2,Equity
1883,6,2024-03-26,BUY,3569,241.11,Equity
1884,10,2024-03-27,SELL,3587,50.11,Equity
1885,2,2024-03-27,SELL,4174,63.99,Equity
1886,13,2024-03-27,BUY,2176,44.65,Commodity
1887,7,2024-03-27,SELL,4480,396.52,Equity
1888,8,2024-03-27,BUY,3693,60.16,Equity
1889,12,2024-03-27,SELL,3893,219.51,Bond
1890,13,2024-03-27,SELL,569,44.55,Commodity
1891,15,2024-03-27,SELL,251,272.18,Currency
1892,11,2024-03-27,SELL,714,120.69,ETF
1893,5,2024-03-27,BUY,503,378.58,Equity
1894,12,2024-03-27,BUY,2692,219.78,Bond
1895,9,2024-03-27,BUY,2713,226.32,Equity
1896,11,2024-03-27,SELL,1045,120.58,ETF
1897,4,2024-03-27,SELL,3922,105.47,Equity
1898,6,2024-03-27,SELL,11,244.62,Equity
1899,5,2024-03-27,SELL,1004,379.09,Equity
1900,2,2024-03-27,BUY,3710,63.75,Equity
1901,15,2024-03-27,BUY,1056,272.92,Currency
1902,13,2024-03-27,BUY,3435,44.7,Commodity
1903,13,2024-03-27,SELL,2810,44.52,Commodity
1904,4,2024-03-27,SELL,3931,105.39,Equity
1905,3,2024-03-27,SELL,3039,110.26,Equity
1906,6,2024-03-27,SELL,123,244.77,Equity
1907,5,2024-03-27,BUY,4966,379.46,Equity
1908,6,2024-03-28,SELL,1950,246.07,Equity
1909,5,2024-03-28,BUY,1494,367.85,Equity
1910,14,2024-03-28,SELL,3598,89.35,Commodity
1911,5,2024-03-28,SELL,4064,368.25,Equity
1912,6,2024-03-28,BUY,101,245.58,Equity
1913,9,2024-03-28,SELL,3164,230.97,Equity
1914,14,2024-03-28,BUY,3665,89.36,Commodity
1915,14,2024-03-28,BUY,4199,89.62,Commodity
1916,15,2024-03-28,BUY,4265,274.48,Currency
1917,14,2024-03-28,SELL,4251,89.46,Commodity
1918,11,2024-03-28,SELL,1850,122.77,ETF
1919,14,2024-03-28,SELL,1976,89.63,Commodity
1920,5,2024-03-28,SELL,1457,368.11,Equity
1921,1,2024-03-28,BUY,2136,334.34,Equity
1922,9,2024-03-28,BUY,2480,230.87,Equity
1923,9,2024-03-28,SELL,4580,230.78,Equity
1924,1,2024-03-28,SELL,3291,333.1,Equity
1925,15,2024-03-28,SELL,1436,274.54,Currency
1926,5,2024-03-28,SELL,3822,366.57,Equity
1927,6,2024-03-28,SELL,4514,246.16,Equity
1928,8,2024-03-28,BUY,2806,61.98,Equity
1929,2,2024-03-28,SELL,1294,64.26,Equity
1930,8,2024-03-28,BUY,3107,62.0,Equity
1931,14,2024-03-28,BUY,1931,89.73,Commodity
1932,12,2024-03-28,SELL,1627,218.71,Bond
1933,1,2024-03-28,BUY,627,333.84,Equity
1934,14,2024-03-28,BUY,3268,89.56,Commodity
1935,14,2024-03-28,BUY,3485,89.42,Commodity
1936,12,2024-03-28,SELL,4479,219.31,Bond
1937,10,2024-03-28,SELL,3938,52.2,Equity
1938,7,2024-03-28,BUY,632,407.27,Equity
1939,3,2024-03-28,SELL,3814,107.92,Equity
1940,11,2024-03-28,BUY,1041,122.94,ETF
1941,7,2024-03-28,SELL,3614,406.14,Equity
1942,11,2024-03-28,SELL,849,123.04,ETF
1943,8,2024-03-28,BUY,2202,61.85,Equity
1944,10,2024-03-28,SELL,3780,52.11,Equity
1945,6,2024-03-28,SELL,4407,246.03,Equity
1946,3,2024-03-28,BUY,2594,108.2,Equity
1947,9,2024-03-29,BUY,222,236.58,Equity
1948,4,2024-03-29,SELL,584,105.94,Equity
1949,8,2024-03-29,BUY,2067,62.24,Equity
1950,3,2024-03-29,SELL,3928,107.92,Equity
1951,14,2024-03-29,BUY,546,88.67,Commodity
1952,6,2024-03-29,BUY,1490,257.57,Equity
1953,9,2024-03-29,BUY,4644,235.94,Equity
1954,8,2024-03-29,BUY,4955,62.47,Equity
1955,8,2024-03-29,BUY,3571,62.28,Equity
1956,11,2024-03-29,SELL,4972,123.34,ETF
1957,14,2024-03-29,BUY,1726,88.54,Commodity
1958,14,2024-03-29,SELL,2449,88.65,Commodity
1959,9,2024-03-29,BUY,1592,236.04,Equity
1960,5,2024-03-29,BUY,2867,371.11,Equity
1961,1,2024-03-29,BUY,2965,345.32,Equity
1962,12,2024-03-29,BUY,735,218.15,Bond
1963,3,2024-03-29,SELL,2466,107.84,Equity
1964,8,2024-03-29,SELL,4890,62.14,Equity
1965,10,2024-03-29,SELL,4686,51.43,Equity
1966,13,2024-03-29,SELL,3870,43.91,Commodity
1967,2,2024-03-29,SELL,25,64.3,Equity
1968,9,2024-03-29,BUY,3038,236.25,Equity
1969,3,2024-03-29,BUY,558,107.97,Equity
1970,13,2024-03-29,BUY,2711,43.98,Commodity
1971,7,2024-03-29,BUY,3254,408.33,Equity
1972,10,2024-03-29,BUY,3589,51.35,Equity
1973,4,2024-03-29,SELL,2470,106.43,Equity
